"userid","cpc","organic","affiliate","social","signup_date"
"6f853cb5-1fce-4563-a809-2a1a0d8cc6ec",0,0,1,1,2017-02-12
"0b5ecdae-fa1f-414b-994a-7a5a8ad63911",1,0,1,0,2017-01-10
"0538364c-9a62-4ef5-8d3d-e6376601866b",0,0,1,1,2017-02-15
"c2c3b225-c312-46a7-9ad4-e9cb6767d7b7",0,0,1,1,2017-03-07
"7629d0e5-8088-4204-8041-5bbf7d3ed18c",0,0,1,1,2017-01-18
"2e0ea022-bc24-40a1-b330-5c887498533b",1,0,1,1,2017-03-27
"8023df0b-a623-48e6-8880-2625e0a64719",1,0,1,0,2017-03-29
"fe5b808d-1e7b-4f22-bef2-03fe0429e968",1,0,1,0,2017-01-10
"1a393465-ea0c-48f2-8878-38ff9eb1e747",0,0,1,0,2017-01-07
"34529c8d-150f-471e-b5fa-485a8aa777d1",0,0,1,1,2017-01-11
"f5982d4c-36f5-4fc0-8a5e-f443d829f301",1,0,0,1,2017-01-05
"25dbb989-1548-45f5-8e29-b662429b9f45",0,0,1,0,2017-01-25
"574847a5-194b-47d2-95d0-f6b3b3643d4c",0,0,1,1,2017-02-16
"6e639f90-e3c1-4b85-a2db-fd4601c04f04",1,0,1,0,2017-03-21
"3ef62f2c-a2ad-4d4d-bf8a-7bdb4e46c1e9",0,0,1,1,2017-03-17
"34ff35bd-ab16-4e9f-bf77-71aadb9f23f6",1,0,0,0,2017-02-19
"4345aa0d-8a25-4f71-ac33-15a2475e3be4",0,1,1,0,2017-02-14
"b37bd7a3-a9f5-4dd8-87cd-a9db456f147f",0,0,1,1,2017-02-23
"c3caea75-6b64-4ed5-aa67-093a170e1f2e",0,0,1,1,2017-03-12
"e0c0e96a-51f4-4ba8-bc31-9d05772e4fdf",1,0,0,1,2017-01-05
"f955e0fe-ea58-4daf-8267-9b344985e8f2",0,0,1,1,2017-03-29
"adf6805d-8c1a-467b-b08c-a8c1d896778f",0,0,1,0,2017-03-04
"2883783c-9a98-430d-97aa-e9ebef262abb",0,0,1,1,2017-02-04
"ef1ac6f3-047a-4ef5-b32f-3af09f4e1a56",0,0,1,1,2017-01-16
"73e7cad1-6b7e-4686-92c0-ee6099de21c0",0,0,1,1,2017-03-18
"7cd02a31-c19c-4332-96f2-52123921e656",0,0,1,1,2017-01-02
"868f8915-4111-49a0-9743-304d2d5de376",1,0,1,0,2017-03-27
"d71c9ad9-e381-4564-9965-a91ea934570a",0,0,1,0,2017-03-20
"5db1793f-ba1f-412b-b3f7-a1c254916ba2",0,0,1,0,2017-03-06
"7bea3d4e-d96c-479c-82a8-7cd86058a16e",0,0,1,1,2017-04-01
"8ace72ad-b7a8-4372-941f-16730dff4492",0,0,1,0,2017-02-21
"cc412382-1e55-4934-866a-253f50edff46",0,0,1,0,2017-02-09
"23fb0468-1b7c-434d-a3a6-b6aac75a17ca",0,0,1,1,2017-01-30
"64787f95-96a8-4422-bf9e-877053c914f2",0,1,1,1,2017-04-01
"327c5ae7-88ac-46eb-9c50-8250896e783e",0,0,1,1,2017-01-26
"dd2bf054-1bae-42f9-b89b-b29f27a5a713",0,0,1,0,2017-03-03
"d8d327f5-29ba-436c-8230-dd8c7af4d482",0,0,1,0,2017-01-09
"f0c943bc-3603-42e2-87a4-bbce141830cd",0,0,1,1,2017-03-27
"07c195c1-2f3b-425f-baf2-b471e8300d72",1,0,0,0,2017-01-19
"b4417a7a-9055-4a81-b4e3-ed6e2bc0dda8",0,0,1,1,2017-03-15
"ceddea3e-ffec-45f8-8c0d-974f9bac2c05",1,0,0,1,2017-01-23
"89658771-01b2-414b-8440-d48780004685",1,0,1,0,2017-03-13
"93ab8b79-3cab-4325-b9f2-95553b7e3eef",0,0,1,1,2017-02-05
"3342c554-f69e-4b6b-a51c-9c07a547148c",0,1,1,0,2017-02-05
"16c990e8-de98-4188-ad2a-8841799058c0",1,0,1,0,2017-02-12
"9505884a-6565-47d8-a320-811bfc81e724",1,0,0,1,2017-01-17
"b82ac8ad-7b46-44b2-83a7-30f0cd73026b",0,0,1,0,2017-02-18
"b6cf853c-9efc-48fb-93da-b87e66f7c5ca",0,0,1,0,2017-02-05
"bc0b7de2-5f7d-4578-b6d4-11224cfad887",1,1,0,0,2017-01-24
"69dfc47e-e962-40db-9992-6164507e6c32",1,0,1,1,2017-03-16
"43f79829-2714-423b-9874-8974e42a6fbf",1,0,0,1,2017-03-14
"f6ba89bb-3616-42f0-8283-ba77478e3a3f",0,0,1,1,2017-01-07
"5e9d799f-c34c-4733-8c9e-632b970c7019",1,0,0,1,2017-03-26
"dcc64a1a-e003-4276-b570-4fee59f54b1b",1,0,0,1,2017-02-08
"9be4f976-4f58-4dc4-849d-1297ceb94161",0,0,1,0,2017-03-08
"9ae5ecca-7f90-461b-8e34-525f3ca72a2d",0,0,1,1,2017-02-16
"f8a89e3e-5f2c-4d2a-bc30-a442a71b18d9",0,0,1,0,2017-03-21
"d7207e75-2076-4f8e-86bb-40c594dbf13d",0,0,1,1,2017-03-01
"8729397b-a2e0-4859-806f-4d9dca1db779",0,0,1,1,2017-02-22
"f55f9c7a-4630-4ec9-aaed-567223bfa32f",1,0,1,0,2017-01-04
"eca7aa3c-2098-4b3a-82d6-531111e040b5",0,0,1,0,2017-02-09
"de030e44-fc81-4215-8e7e-d3cb58462c2d",1,0,1,1,2017-01-17
"1cd68bdd-5e63-4e77-81ea-0279eee1402b",0,0,1,0,2017-01-15
"9aca3af0-8525-48c1-8b71-0ead8995944a",0,0,1,0,2017-01-25
"1ca68ae2-e014-4eb9-832c-5f03860603ec",0,0,1,1,2017-03-30
"94887af4-4157-4fe6-876b-2616be5b9959",0,0,1,1,2017-03-29
"ba9bd8ad-e8df-41f5-bed5-4e9863680f78",0,0,1,1,2017-02-14
"254f19ee-8515-4bf0-ab4e-d7a7ba1d57f7",0,0,1,0,2017-03-11
"4db7f888-37ba-422e-94c9-c47b563c2383",1,0,0,0,2017-03-17
"eea76f78-30d1-4198-90e8-2ba0c09292c7",0,0,1,1,2017-03-27
"e411884a-6784-4b42-ac0c-948e2fbff98c",0,0,1,1,2017-01-31
"e0a415dc-e8d3-4eca-9a99-73fd1b9707be",0,0,1,0,2017-02-12
"6cd1b376-335f-4199-a4c9-aa49337d0536",1,0,0,1,2017-03-02
"5580664d-c5dd-48e9-b886-d6a9f7ea06fb",1,1,0,1,2017-01-14
"d7e8068f-f0b2-4d0b-a81b-712cd2ba75a8",1,1,0,1,2017-03-03
"74491bba-b2c6-4e5a-a3c3-794b3a23651f",0,0,1,1,2017-02-28
"58ab52e6-5c40-4d6b-ab45-77d922e34577",0,0,1,0,2017-03-31
"098dad00-3343-4ddb-830b-22c289b8a507",1,0,0,0,2017-01-28
"de8bd170-2448-4a66-a560-627eb27c9ab5",1,0,0,1,2017-01-29
"d2c3f812-196d-48de-92d0-5fa80a99d151",0,0,1,1,2017-03-02
"bff5fe67-54af-4ba5-925b-592ae3ff85b4",0,0,1,1,2017-03-18
"c473ec34-808a-4417-a9e4-86072fdc17f4",1,0,0,1,2017-01-31
"6feb002b-cc7e-45e5-8fdf-54217e4f120c",1,0,1,0,2017-03-27
"e2c5d817-2002-475e-8a8f-cd8f11a5cd14",0,0,1,1,2017-04-01
"0e9fca2a-2c68-4b84-9120-67ad76f057ef",0,1,1,1,2017-02-20
"15917b09-4af8-44a3-8893-40a771ef04cb",1,0,0,0,2017-03-03
"ec7164fb-6a16-40ac-9e40-85c2d7b88b26",1,0,1,1,2017-03-08
"80188235-e50c-47b2-b648-6bb1064e76b8",0,0,1,1,2017-03-15
"adfb0776-e00c-44a0-a2cb-d08f10c93697",0,0,1,0,2017-01-09
"a16a031d-8d8f-4dad-b66c-983cc14bd731",0,0,1,1,2017-01-30
"7b6458ab-adf2-4c84-ad8a-a271c41d80ea",0,0,1,1,2017-03-10
"75225dce-e219-4907-9a95-19bd32d0bfa6",0,0,1,1,2017-01-22
"401a4785-0586-45e1-8911-dce1986f9d7d",0,0,1,0,2017-01-22
"47e59083-5edc-4ac6-91d3-144be258e363",0,0,1,0,2017-03-31
"d3bd3491-22b6-4151-b359-aeca328ddbd8",0,0,1,1,2017-02-09
"d1d96335-19b4-4302-a12f-ae303a44ebf2",0,0,1,0,2017-01-21
"b864540a-32c9-4e6d-93d5-69305792015a",0,0,1,1,2017-01-12
"ecfc21bc-b84f-402a-afe3-3db562516705",0,0,1,1,2017-02-22
"1f1fc84c-056c-4c02-8c08-fbda20dc55a8",1,0,0,1,2017-02-04
"5b06952b-50bb-4473-b3fe-974ffd28bb6a",1,0,1,0,2017-03-29
"850394dd-0d95-4be6-bd9a-626d0bbd4768",0,0,1,0,2017-01-01
"d20cc4b8-a29a-46da-b8ea-bcaf9862ce2e",0,0,1,0,2017-01-09
"b95e0f5f-535f-4e70-bf7b-1eae7441eb21",0,0,1,1,2017-02-08
"271a4767-d69f-4623-8955-6c5eb735e969",1,0,1,0,2017-03-07
"c7e60d2c-7a97-44f4-bf42-3ccb1895b86e",1,0,1,1,2017-02-13
"f2dcbf3b-d829-4203-875d-030a84a6e494",1,0,0,0,2017-03-11
"e19a09cb-d73a-4740-8dbd-b44e7d38ac41",1,0,0,1,2017-02-02
"5ce3ea73-69f8-4201-b0c6-5b3edcab94e0",0,0,1,0,2017-02-06
"8678d265-9b4d-4942-bc6f-c0d62ce7b679",0,0,1,0,2017-03-07
"1c4f88e7-6998-4eba-bf05-2a062e7b07dd",0,0,1,1,2017-02-12
"2501191d-5c72-479a-9ada-5d9364da578b",1,0,1,0,2017-01-22
"e742884a-9838-41fb-965b-32b82b105747",0,0,1,0,2017-02-14
"414ab243-05b0-43cf-bb58-f5581baf8893",0,0,1,0,2017-01-18
"48aec26b-9718-48e5-a2aa-504b48eaee98",1,0,1,0,2017-01-25
"98ef54b7-9be5-4118-bed4-ccc707343bbf",1,0,0,0,2017-03-01
"f3072a9e-06f7-4e43-874f-493842369e03",0,1,0,1,2017-02-22
"ec532563-4ce7-40fe-8dd1-6566ef4a31ad",1,0,0,1,2017-03-10
"06a9557f-0df5-4ff5-a1d9-5eab720bac6d",0,0,1,0,2017-02-19
"0ccd8e61-e605-437c-acbe-3d3e1195484a",0,0,1,0,2017-03-22
"f638526a-9b3c-42d7-88a2-0ea804f74ab4",0,0,1,1,2017-03-18
"c88c4eb3-5038-41cc-a94e-18a5ea610bc1",0,0,1,1,2017-01-22
"a6adbb11-8ad0-4117-90e6-2d9669747358",1,0,1,0,2017-01-14
"8a662dbb-0950-4c24-acb5-73917b19b571",1,0,1,1,2017-02-15
"951d340e-bf6a-41e3-9364-5975960b8f39",0,0,1,1,2017-02-20
"4e9c0656-97a1-4ee0-8c8d-ebe2587ed89b",0,0,1,0,2017-01-21
"4b30c02d-3117-423b-87b4-fc2474afdad7",1,0,1,0,2017-02-23
"4778fc17-cd93-49b1-849d-c2270d4ed463",0,0,1,1,2017-02-06
"a9e7795e-44cf-4eb4-b149-af4466704b10",0,0,1,1,2017-02-26
"6a4882bc-7094-4777-b1f3-d9a4fd7c9dae",1,0,1,0,2017-02-12
"c32bcd75-fbb5-4275-8442-5a3dda4a567d",1,0,1,1,2017-03-19
"236f609d-3223-435b-a91b-4df0d05a8123",0,1,0,1,2017-01-09
"9d30728f-4b08-474f-bde3-c2648a2cc7e0",0,0,1,0,2017-03-26
"79768852-ecad-4cd9-8438-4cd3cd816e7d",1,0,1,1,2017-03-04
"39bf686e-a2db-4302-b4c7-9ab4fc44cc9d",0,0,1,1,2017-02-19
"cf4ecb53-5cc0-4718-aa49-ae750d9fb93d",1,0,0,0,2017-01-13
"51a1cd66-42ea-497b-ae9e-98bbfddb7e08",0,0,1,0,2017-03-25
"67dfbd6d-9d9a-4004-ba80-08157d0c003c",0,0,1,0,2017-03-01
"13435fd7-9e40-4d8f-806e-368aa92d8367",0,0,1,0,2017-01-30
"f6f591a9-7136-4fb4-ba02-7ec75cb8ba60",0,0,1,1,2017-03-05
"935958ad-8e4f-4b03-a31e-c7549d39fa02",1,0,0,1,2017-03-14
"4fc3fdca-f1a5-4852-8d27-807051d11c43",0,0,1,1,2017-03-12
"02830dc7-21c1-43e8-899b-d5f8228a1969",1,0,0,0,2017-02-02
"7705bf1a-8b6a-4f00-9621-08a7a8e8797e",0,1,1,1,2017-03-03
"ad597d0d-ffc5-4b8e-9f55-86c57a4553c1",0,0,1,1,2017-03-31
"91a7f175-937d-475a-9d3c-23787cb5bf76",0,0,1,1,2017-03-14
"7cd3040f-258c-4448-bead-b03e6abc7497",0,0,1,1,2017-02-26
"cd9fcbcb-6351-4482-be37-d3a93a9eeebd",1,0,0,0,2017-01-28
"5a2d9eba-6c23-4ae8-b0cf-7df96a4f51cb",0,0,1,0,2017-03-06
"f16bc4c5-ec9a-4ba1-93d3-09a9363a5001",1,0,1,0,2017-01-22
"2d877718-68bb-4175-9a00-d114c7cd5607",0,0,1,1,2017-03-24
"2f10742b-df0a-4905-89df-04f83334f9b1",1,1,0,0,2017-02-18
"75fda3d8-aac6-4c98-a4ff-2cc9b4ed65a2",0,0,1,1,2017-01-11
"984845ae-84bd-4f7d-ae90-d8b3f36a86ed",0,1,0,1,2017-03-25
"db7eae42-a6d2-4719-a9ff-7e466fc21449",0,0,1,1,2017-01-21
"a0fb3e9b-b3a4-4cef-b5e4-7cfc5725e4f7",0,0,1,1,2017-03-13
"303e2802-0185-4c3b-8e88-90dbe56f301c",0,0,1,1,2017-01-09
"92d27b7a-473f-4209-be03-36e37634c304",0,0,1,1,2017-03-20
"72544ed3-2551-4150-9d6e-8b32caf9c376",0,0,1,1,2017-02-16
"804967ea-e57c-4b50-8c32-be0cc8201072",0,0,1,1,2017-02-23
"f5bf9742-5648-41d5-afc0-6e99b0a1742c",1,0,1,1,2017-01-22
"4c0c3448-c9a7-473c-91eb-b733d4e8c614",1,0,1,0,2017-01-10
"a72762a9-8daf-4d80-908b-69f255b22b65",0,0,1,1,2017-02-27
"9f1a1875-1651-4258-b32f-03e9e416e366",0,0,1,0,2017-02-05
"7148ba70-5eef-4bc4-9303-3d7a1a2463c6",0,0,1,1,2017-02-11
"9d5381c6-7e5a-46fe-bcd6-7b67f49517e6",1,0,1,1,2017-03-11
"41d1beb5-47fb-49e9-ab84-79d7b4be6df6",0,0,1,0,2017-01-31
"b60ab120-11a3-412e-bcc4-b6666d9bfefa",1,0,0,1,2017-01-10
"c99fd8bc-93cf-43d9-a62b-e4af3d58ab78",0,0,1,1,2017-01-08
"bb8001c4-e6d7-443c-ab05-913b8289d935",1,0,1,1,2017-03-27
"72f3acf4-1620-4a63-944a-78748a445b48",0,0,1,0,2017-01-03
"e8c2f2b4-5bc3-4845-b668-7178ccb761e7",1,0,0,1,2017-03-22
"d3495531-766a-440b-9c78-a1b149ba8f0e",0,0,1,1,2017-01-01
"764e4594-9246-4b2c-b8e2-0d1a7158a89a",0,0,1,0,2017-01-07
"fc11c664-595a-4cd2-9c9a-c1c8b0109044",0,0,1,1,2017-02-18
"7a4e365a-202e-41a0-9e75-55292c8296d0",0,0,1,1,2017-01-15
"d8e699a3-16a0-4cfb-90ac-e4d7de51c853",0,0,1,1,2017-01-07
"10f376dc-81ee-444b-b05c-cca70a3af996",1,0,1,0,2017-03-04
"769ad815-9c05-4a64-aa19-47ce7bc142b8",0,0,1,0,2017-03-22
"05a4fac4-01b9-488a-aee2-39ae32205929",0,0,1,1,2017-01-04
"f9c80e39-3553-4b3f-acbf-a96819aecb61",0,0,1,0,2017-01-16
"00263aa5-ea38-42f6-a0ef-92d718bbf75e",0,0,1,1,2017-03-14
"18c00567-542b-4dd9-a1f5-9e4a8979086c",0,0,1,1,2017-03-26
"a377f394-5585-4e71-8787-fb0ec7d707d4",0,0,1,0,2017-02-28
"6c765da2-11ab-4a0f-963a-8146673fea7a",0,0,1,0,2017-02-12
"40061f44-4f7e-42c4-843b-7b310f01674f",0,1,0,0,2017-02-11
"750be37b-cea1-4d98-a8cf-6d7f49f88fbe",0,0,1,1,2017-03-25
"1b2e38bc-fb91-4bb0-994c-49637dd8b8be",0,0,1,1,2017-03-11
"ec32fc6c-1634-42e1-972f-ab077ff0265a",0,1,0,1,2017-03-09
"c72e5867-4490-44e1-8ad5-8b8527034589",0,1,0,1,2017-03-20
"38294b15-7af6-48c8-ae47-3d07bc540a5a",0,0,1,1,2017-03-25
"0784feb9-d0b1-417c-9255-2c55c820d162",1,0,0,1,2017-01-01
"4ab7769f-4cbc-4563-94aa-cfd0dbec6306",0,0,1,0,2017-03-26
"0976904f-9c83-4bb3-97c2-e6ea3ef68834",0,0,1,0,2017-02-10
"3d631bb4-06a7-406f-8bff-4541875c9065",1,0,1,0,2017-01-19
"4749657e-fba8-471a-a96e-344002ad09e0",1,0,1,1,2017-01-27
"b1b2162a-e407-44c9-a28e-a6a620fb778b",0,1,0,1,2017-01-01
"3b726782-486b-4cb8-bf51-77c342b915b6",0,1,0,1,2017-02-04
"734a4630-be9d-440b-9a35-2893eb19b54b",1,0,0,1,2017-01-31
"86e484e9-b827-423c-9973-18192c94a366",1,0,1,0,2017-03-18
"05e97b3e-be83-4c10-993d-4b73a39e4172",0,0,1,0,2017-01-08
"ba16adf5-5110-4964-9a0a-c245f4588ee2",1,1,0,0,2017-02-09
"6548fc87-db3d-4211-816d-8d3e9f34b9f8",1,0,1,0,2017-02-22
"abb85779-5920-4456-981b-1c78e0f3f30f",0,0,1,0,2017-03-24
"3c78b7b5-084a-409f-aa85-99e385b36434",0,0,1,0,2017-02-21
"c59cc13d-8991-4a23-aa13-a6900ae37953",0,0,1,0,2017-01-19
"9233f4ad-b6a0-472c-8cfd-d5ba1c8840fe",1,0,1,1,2017-02-25
"ae574f55-8d1f-4ea9-af0c-94047b6e5bf7",1,0,1,1,2017-03-05
"a44bbcfd-4244-43d3-933d-624b258dc91a",0,1,0,1,2017-02-16
"1bacd606-9bc3-4b7a-b49b-f8db4665fc8d",0,0,1,0,2017-02-21
"f2d3ec43-7bc9-479b-a6fb-69eb41097082",0,0,1,0,2017-03-16
"c296d648-e338-4a02-9d41-f8cfbbc947ed",0,0,1,1,2017-02-16
"597a8b8d-c68c-4e21-b6f9-b54fd1b7d0c9",0,0,1,1,2017-01-26
"d24a8101-b1af-4c80-85eb-2e717d3acdf8",0,0,1,0,2017-01-04
"1acbe592-969c-4a09-8749-06ff126a41a2",0,0,1,1,2017-01-10
"fac5c58c-5643-4aa3-b89c-292c795aa2a1",0,0,1,0,2017-02-28
"967ecf60-bb61-45e4-8214-db66b4208739",0,0,1,1,2017-02-15
"7e9dcadd-91f3-494c-b41f-c1c87b2b3743",0,0,1,1,2017-03-04
"c29ad6cb-7a46-485d-b5ee-a9f47294d195",1,0,1,0,2017-01-27
"da95abed-bde2-4b96-8a16-e64b204de607",0,0,1,0,2017-03-16
"8ff7afd4-6a64-4c16-be14-5165b4693da9",0,0,1,0,2017-02-04
"60dc0e1e-474a-44a3-81e4-690bf016649b",1,0,1,0,2017-02-17
"b27f3683-424a-43f1-9ad1-cf3ce2d0101a",0,1,0,1,2017-01-25
"fa426507-9728-4155-a2d4-1c2196fcbbbe",0,0,1,1,2017-03-14
"7e330b28-ee40-4aa2-98c6-a5edd1f44b43",1,0,1,0,2017-01-13
"f2e84311-b4eb-4b1b-848a-b5475fac0760",1,0,1,0,2017-03-13
"8cbc8274-7b73-4694-8340-99a8781da14b",0,1,1,1,2017-01-07
"0934323e-1419-4f56-887d-d593a892f582",1,0,1,0,2017-03-05
"f345018a-fb41-45a7-be1d-41824f2358ee",1,0,1,1,2017-01-17
"97df8c08-97a3-4dd0-8b03-e595f34217a8",0,0,1,1,2017-02-19
"22248f68-a04e-4847-9344-7f895ad42161",1,0,1,0,2017-03-31
"4bd7acbc-4a40-4c12-9955-040721e51db7",0,1,0,0,2017-02-10
"d6a84423-9107-4657-8fb4-ec21fba88ad3",0,0,1,1,2017-02-22
"e2713464-33c1-4a97-a644-d6c58c48e798",1,0,1,1,2017-02-21
"4a62669d-fdc2-4e3b-b1d8-4903b72d6a9f",0,0,1,1,2017-03-25
"202fb9af-d6d1-4470-bde9-11c6d22bded7",0,1,1,0,2017-02-11
"cbf696a3-5562-4c4e-8a35-44a90b0af0e8",1,0,1,1,2017-03-20
"48b5d2b4-2827-43fc-acb8-fa243f891ff8",1,0,1,0,2017-01-17
"72c809e9-764a-4111-9dfb-47fe4ed0cd21",1,0,1,0,2017-01-08
"a0c10b71-0e44-4fa5-a40b-25cda953dfe6",1,0,1,0,2017-01-22
"6d665e19-1d06-49b5-8f4e-49d32023562a",0,0,1,1,2017-01-15
"1967d8a1-ac39-4081-a3c8-d93ebe89b780",0,0,1,0,2017-03-02
"e8b0cf20-811b-48c3-ad7e-7f92f0e1c51e",1,0,1,0,2017-01-05
"d67ff381-9477-4f75-bc07-ffa59b329edc",1,0,1,0,2017-03-28
"d509a6d8-8788-48cc-a77f-a27ec9bd9e93",1,0,0,1,2017-03-03
"d7594e52-e7da-4895-b3fb-2dc5b42c37ea",0,0,1,1,2017-03-14
"8b4b5344-de7b-4c70-ae68-aa2361e76f57",0,0,1,1,2017-01-08
"df9fe9a4-e21c-434d-98f4-2d98cdad784b",1,0,0,1,2017-01-05
"6750bf86-57a8-410e-8aec-1a522eb40d4d",1,0,1,0,2017-01-21
"6dcb734a-2e43-477f-9fa0-16a1df03e7ad",0,0,1,1,2017-01-18
"614b3677-74f3-4e0e-925b-defe545b17a3",0,1,0,0,2017-01-17
"618fc3cd-ee8b-4080-8c67-64895852d1c2",0,0,1,1,2017-03-07
"9daf731b-bda5-4d39-a3e4-806e7b1cea6f",0,0,1,0,2017-02-09
"7e94bfe2-a94d-4187-931a-89daa2448951",0,1,0,1,2017-03-12
"1233749b-f806-49ed-b140-5ea099a4fb6c",1,0,1,0,2017-03-17
"f3d76dd3-fe39-4533-aa81-651e3bb9ce48",0,0,1,1,2017-02-28
"1d48dcb5-5a27-4ae3-bbe3-82c36687d6a5",0,0,1,1,2017-01-22
"3e670f4e-f3e9-482e-9e2a-e50f1fd481a4",1,0,1,0,2017-02-06
"04924025-bc85-4912-9bb6-8cb2933d5d29",0,0,1,1,2017-03-17
"d498e2e9-b6b5-4c14-890b-00be31176b91",1,0,0,1,2017-01-28
"dfa48ccc-48bd-474e-9db4-53c98baa23b6",1,0,1,1,2017-03-07
"65dff086-3f27-4420-bed0-5584b58ade92",0,0,1,1,2017-02-21
"fd643bf4-89a6-436b-8958-5a34e28cd1d3",1,0,0,0,2017-02-23
"4c384bbe-8996-4df1-bbd3-828fbfa3d985",0,0,1,0,2017-02-25
"f2b76120-1be3-48d8-9a7f-1227dd025c25",0,0,1,1,2017-03-31
"f1b8eb9d-18f4-4825-9ebb-6bc5b8ecf2e4",0,0,1,1,2017-01-10
"11b8b4f6-bd12-41fd-9b8c-aab56263c5c6",0,0,1,1,2017-01-03
"94b23bff-8700-4a18-9134-47feaaa41d70",0,0,1,1,2017-04-01
"4b429c52-2c48-426a-bce7-6f045bdd7fb2",0,0,1,1,2017-01-23
"e6dc4fca-421a-463b-95a6-e555724e03a1",0,0,1,0,2017-01-01
"6146d969-8a33-428b-9901-52cc06829f9a",0,0,1,1,2017-02-01
"0f1a09c8-9f03-49ce-a0eb-4585e2c17dbf",1,0,1,0,2017-03-09
"ceecd452-38fe-4e08-8ac0-191d86d71178",0,0,1,1,2017-01-16
"e1e2b655-3929-4984-af5c-a0399d2abf9f",0,0,1,1,2017-02-17
"1b7eb686-fe68-43e0-ad9f-8b6950977e75",0,1,0,0,2017-02-01
"a133865b-9d6f-41e5-916b-5b8e2f247d1a",1,0,0,0,2017-02-17
"88a18370-a5b9-4ec4-a531-1a063188d382",0,0,1,0,2017-02-08
"b888e0f0-a19e-49f3-a670-aa138c9da842",1,1,0,0,2017-03-04
"523d2b1c-7f26-4f21-9a13-942419d8a79a",0,0,1,0,2017-01-21
"c1d937c2-01a0-455d-9cb4-4a030bbf7550",0,0,1,0,2017-03-04
"36a25163-e282-43cf-9954-af7d61285a18",0,1,1,1,2017-02-08
"424c289c-fbf2-4e3e-b109-69c196c155b2",0,0,1,1,2017-03-10
"d9e9c79c-1920-4736-a951-67790e380627",1,0,0,1,2017-02-19
"66c6f75a-6021-40c7-b19d-1f8a7a71564f",0,0,1,0,2017-02-21
"2fb65e7e-75e2-4a87-8911-4cfe56bc514a",0,0,1,1,2017-03-24
"9c076a5d-1eb9-49d1-9d5c-afae137a6704",0,0,1,0,2017-01-21
"f212f231-b1c5-4770-906a-cd1cdfe81638",0,0,1,1,2017-03-10
"1c101239-e8ca-4a7c-9703-bad291220e2b",0,1,0,1,2017-02-07
"533b59f0-a1cf-4fd2-9848-907af0815b28",0,0,1,0,2017-03-19
"d995e8cc-9316-4fdf-bbe3-a5876dfb36e6",0,0,1,0,2017-01-29
"daec0167-4456-404b-b6aa-adf11e8d1c17",0,0,1,1,2017-01-07
"df665e34-9452-4169-85b2-531b5738f4d3",1,0,0,1,2017-02-18
"810bafad-c415-425d-b3fe-a9344f8ce42e",0,1,1,0,2017-03-14
"5358de8e-22c2-4de2-b2b9-ed3a309d0d9c",0,0,1,0,2017-02-21
"05a6d3dc-a053-4178-8340-05cbd74953cd",1,0,1,0,2017-01-16
"148fcb7a-db85-4b3e-882b-7e71ea4c0711",1,0,1,0,2017-01-06
"56fad27e-c3cf-4b6f-aabe-e0749993b007",0,0,1,1,2017-03-14
"04958e86-d2da-4b1f-9d68-b255e8fe6d4c",1,0,0,1,2017-03-19
"52eb37d9-b123-46df-8d19-a41bc24c899a",0,1,0,0,2017-01-18
"54f0b163-7bd4-4ce4-b6f7-edfad6d24b24",1,0,1,0,2017-03-14
"b8ff22e5-5d28-4896-b7c4-f0e24d5daa05",0,0,1,1,2017-02-11
"1020e68c-d683-44e5-aed2-02f193438ae3",1,1,0,0,2017-02-01
"a7cb21d3-a2ba-4a64-90d5-79a5b93be090",0,0,1,0,2017-02-18
"21349d55-da46-473c-b7ec-67185ff0d549",0,0,1,1,2017-02-20
"1ef6b7df-63fd-4975-b245-185c4418e44f",0,0,1,0,2017-01-30
"34bfa290-9b6f-45f1-878e-e7be72e3a58b",0,0,1,1,2017-01-24
"cba9e5ca-f0be-4ee2-9c93-6648ea85124e",0,0,1,1,2017-02-07
"54da44ce-cd68-4119-929f-040f18d31dfe",0,0,1,1,2017-03-20
"1d3bc39a-33d9-458a-bb96-426f6c377cbd",0,0,1,0,2017-01-03
"94a7ee01-4921-46bd-9467-296e6e3c3843",0,1,0,1,2017-01-17
"dca35ece-827e-470d-b634-5374096a0016",0,0,1,1,2017-01-19
"f65f7d8d-7639-4dda-b170-62e127b86221",1,0,1,1,2017-02-13
"2d8bfb91-f18e-41f5-8f1d-1b9d252243d8",0,0,1,1,2017-02-26
"61d127e2-6e96-4eaf-9ec8-30c154294b1c",0,0,1,1,2017-01-25
"c8bd186b-0389-45db-942c-a785f9f90903",1,0,0,1,2017-03-29
"1f8d70f2-74a8-4f73-814e-9348460fa5fd",0,0,1,1,2017-02-03
"1f124491-ede3-4e93-ae91-fc5dea8c7b79",1,0,1,0,2017-02-06
"d818240d-1344-4a07-90f6-06b0c2b62e36",1,0,0,1,2017-02-22
"c2a347cd-8750-49f2-869a-f4f3204d3853",0,0,1,1,2017-03-22
"c306887f-6776-4fa2-ba9c-e08a8a54d1f7",0,0,1,0,2017-03-05
"1a7c5bc0-69a0-49f2-b41a-135a3146a196",1,0,0,1,2017-01-05
"79b64210-6892-4244-bc1b-382923a49965",1,0,0,1,2017-03-22
"23db3a78-ae3d-4ed9-95b3-6a7e6d55ee42",1,0,0,0,2017-03-02
"bca00a86-8782-43d8-81a3-8134a4a8db3b",0,0,1,0,2017-02-05
"4311f824-0882-42b7-9026-8302571f1765",1,0,1,0,2017-02-04
